price,floor,floors_count,rooms_count,total_meters,district_,district_2-я Площадка мкр,district_Догма Парк мкр,district_Завод Измерительных Приборов мкр,district_Западный Город ЖК,district_Зеленодар ЖК,district_Имени Демьяна Бедного жилмассив,district_Имени Петра Метальникова мкр,district_Карасунский,district_Музыкальный мкр,district_Новая Елизаветка кп,district_Новознаменский ДНТ,district_Плодородный-2 мкр,district_Почтовый мкр,district_Прикубанский,district_Сады Калинина мкр,district_Солнечный мкр,district_Центральный,district_Черемушки мкр,district_мкр. 9-й километр,district_мкр. Аврора,district_мкр. Восточно-Кругликовский,district_мкр. Гидростроителей,district_мкр. Горхутор,district_мкр. Дубинка,district_мкр. ЗИП,district_мкр. ККБ,district_мкр. КСК,district_мкр. Калинино,district_мкр. Комсомольский,district_мкр. Немецкая Деревня,district_мкр. Новознаменский,district_мкр. Пашковский,district_мкр. РИП,district_мкр. Славянский,district_мкр. Табачная фабрика,district_мкр. Фестивальный,district_мкр. ХБК,district_мкр. Центральный,district_мкр. Черемушки,district_мкр. Школьный
7333600.0,2.0,17.0,1.0,35.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
