,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex
3699,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299785774/,Краснодар,sale,flat,8,18,3,83.7,13827240,,,,,Парк Победы - 2
3700,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293523987/,Краснодар,sale,flat,5,18,3,83.7,13827240,,,,,Парк Победы - 2
3701,AVA,representative_developer,https://krasnodar.cian.ru/sale/flat/301771719/,Краснодар,sale,flat,4,21,3,110.84,14076680,мкр. ХБК,Уральская ,100/6,,Режиссёр
3702,AVA,developer,https://krasnodar.cian.ru/sale/flat/301514157/,Краснодар,sale,flat,3,21,3,110.84,14076680,мкр. ХБК,Уральская ,100/6,,Режиссёр
3703,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299159553/,Краснодар,sale,flat,2,18,3,47.29,13967873,,,,,Патрики
3704,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299821343/,Краснодар,sale,flat,1,16,3,86.7,13976040,,,,,Самолет
3705,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293526293/,Краснодар,sale,flat,4,16,3,83.7,13977900,Прикубанский, Ивана Беличенко,103,,Самолет
3706,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/302045375/,Краснодар,sale,flat,5,16,3,83.7,13977900,Прикубанский, Ивана Беличенко,97,,Самолет
3707,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293457704/,Краснодар,sale,flat,1,16,3,86.7,13976040,,,,,Самолет
3708,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299821201/,Краснодар,sale,flat,9,16,3,83.8,13994600,Прикубанский, Ивана Беличенко,103,,Самолет
3709,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/301239460/,Краснодар,sale,flat,3,16,3,100.3,13971790,,,,,Парк Победы - 2
3710,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299788717/,Краснодар,sale,flat,14,18,3,84.9,14025480,,,,,Парк Победы - 2
3711,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/301329415/,Краснодар,sale,flat,10,16,3,99.9,13986000,,,,,Парк Победы - 2
3712,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293523347/,Краснодар,sale,flat,13,18,3,84.9,14025480,,,,,Парк Победы - 2
3713,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299158058/,Краснодар,sale,flat,3,16,3,47.29,14163012,мкр. ХБК,Сормовская ,1/2к1,,Патрики
3714,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/301176625/,Краснодар,sale,flat,18,18,3,92.8,14207680,Карасунский, Виктора Казанцева,,,Первое место
3715,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293523390/,Краснодар,sale,flat,2,18,3,85.6,14141120,,,,,Парк Победы - 2
3716,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308842/,Краснодар,sale,flat,7,16,3,91.4,14213500,Прикубанский, Ивана Беличенко,103,,Самолет
3717,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299158086/,Краснодар,sale,flat,2,16,3,47.51,14271072,мкр. ХБК,Сормовская ,1/2к1,,Патрики
3718,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294361967/,Краснодар,sale,flat,9,9,3,92.7,14368500,,,,,Парк Победы - 2
3719,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293526304/,Краснодар,sale,flat,10,16,3,83.4,14336460,Прикубанский, Ивана Беличенко,103/1,,Самолет
3720,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293526309/,Краснодар,sale,flat,3,16,3,83.7,14388030,Прикубанский, Ивана Беличенко,103/1,,Самолет
3721,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299829716/,Краснодар,sale,flat,11,16,3,83.4,14336460,Прикубанский, Ивана Беличенко,103/1,,Самолет
3722,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299829710/,Краснодар,sale,flat,6,16,3,83.7,14388030,Прикубанский, Ивана Беличенко,103/1,,Самолет
3723,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294363310/,Краснодар,sale,flat,16,18,3,89.3,14296930,,,,,Парк Победы - 2
3724,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294362233/,Краснодар,sale,flat,18,18,3,92.0,14336000,,,,,Парк Победы - 2
3725,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299162552/,Краснодар,sale,flat,18,24,3,67.3,14260000,мкр. Табачная фабрика,Колхозная ,5к4,,Все свои Vip
3726,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294362450/,Краснодар,sale,flat,7,18,3,94.7,14678500,,,,,Парк Победы - 2
3727,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294362443/,Краснодар,sale,flat,12,18,3,94.3,14616500,,,,,Парк Победы - 2
3728,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/300978559/,Краснодар,sale,flat,6,18,3,99.3,14706330,,,,,Эрмитаж
3729,ЮгСтройИнвест,developer,https://krasnodar.cian.ru/sale/flat/300965494/,Краснодар,sale,flat,9,18,3,99.3,14706330,,,,,Эрмитаж
3730,ССК,developer,https://krasnodar.cian.ru/sale/flat/302121427/,Краснодар,sale,flat,5,19,3,84.9,14857500,,,,,Фонтаны
3731,AVA,representative_developer,https://krasnodar.cian.ru/sale/flat/301771358/,Краснодар,sale,flat,18,21,3,110.79,14956650,мкр. ХБК,Уральская ,100/8,,Режиссёр
3732,AVA,developer,https://krasnodar.cian.ru/sale/flat/301513869/,Краснодар,sale,flat,7,21,3,110.79,14956650,мкр. ХБК,Уральская ,100/8,,Режиссёр
3733,ССК,developer,https://krasnodar.cian.ru/sale/flat/302121001/,Краснодар,sale,flat,14,24,3,115.39,15000700,Центральный,Воронежская ,47Б,,Фонтаны
3734,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299836872/,Краснодар,sale,flat,7,16,3,83.7,15066000,Прикубанский, Константина Гондаря,103,,Самолет
3735,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293525527/,Краснодар,sale,flat,6,16,3,83.7,15066000,Прикубанский, Константина Гондаря,103,,Самолет
3736,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/294362438/,Краснодар,sale,flat,18,18,3,96.2,15088000,,,,,Парк Победы - 2
3737,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/293605002/,Краснодар,sale,flat,16,16,3,99.74,15170454,,,,,Сегодня
3738,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299158706/,Краснодар,sale,flat,2,9,3,54.47,15427419,,,,,Патрики
3739,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299158867/,Краснодар,sale,flat,2,9,3,54.47,15277600,мкр. ХБК,Сормовская ,лит1/3,,Патрики
3740,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/296260120/,Краснодар,sale,flat,16,16,3,99.74,15300116,,,,,Сегодня
3741,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299868021/,Краснодар,sale,flat,2,18,3,101.0,15321700,,,,,Парк Победы - 2
3742,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/296140697/,Краснодар,sale,flat,2,18,3,101.0,15321700,,,,,Парк Победы - 2
3743,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308463/,Краснодар,sale,flat,14,16,3,76.4,15280000,Прикубанский, Ивана Беличенко,,,Самолет
3744,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308448/,Краснодар,sale,flat,9,16,3,76.7,15340000,Прикубанский, Ивана Беличенко,,,Самолет
3745,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308267/,Краснодар,sale,flat,14,16,3,76.4,15280000,Прикубанский, Ивана Беличенко,95к1,,Самолет
3746,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308248/,Краснодар,sale,flat,9,16,3,76.7,15340000,Прикубанский, Ивана Беличенко,95к1,,Самолет
3747,Юг-Инжиниринг,developer,https://krasnodar.cian.ru/sale/flat/298247548/,Краснодар,sale,flat,18,18,3,129.35,15263300,Догма Парк мкр, Марины Цветаевой,17к1,,Аксиома
3748,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299158689/,Краснодар,sale,flat,2,9,3,54.84,15588067,,,,,Патрики
3749,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299785784/,Краснодар,sale,flat,10,18,3,94.3,15578360,,,,,Парк Победы - 2
3750,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293523948/,Краснодар,sale,flat,11,18,3,94.3,15578360,,,,,Парк Победы - 2
3751,Объединение застройщиков,representative_developer,https://krasnodar.cian.ru/sale/flat/298308670/,Краснодар,sale,flat,14,16,3,77.7,15540000,Прикубанский, Ивана Беличенко,97,,Самолет
3752,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299159140/,Краснодар,sale,flat,2,7,3,50.54,15676130,мкр. ХБК,Сормовская ,лит1/3,,Патрики
3753,Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/299785780/,Краснодар,sale,flat,9,18,3,94.7,15644440,,,,,Парк Победы - 2
3754,ID 45302310,developer,https://krasnodar.cian.ru/sale/flat/293523983/,Краснодар,sale,flat,5,18,3,94.7,15644440,,,,,Парк Победы - 2
3755,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299158850/,Краснодар,sale,flat,7,9,3,54.84,15664752,мкр. ХБК,Сормовская ,лит1/3,,Патрики
3756,Квартиротека,representative_developer,https://krasnodar.cian.ru/sale/flat/299162647/,Краснодар,sale,flat,3,24,3,81.9,15646500,мкр. Табачная фабрика,Колхозная ,5к7,,Все свои Vip
3757,Семья,developer,https://krasnodar.cian.ru/sale/flat/283698841/,Краснодар,sale,flat,12,24,3,85.0,15895000,мкр. Табачная фабрика,Колхозная ,5к7,,Все свои Vip
3758,ЕкатеринодарИнвест-Строй,developer,https://krasnodar.cian.ru/sale/flat/294670759/,Краснодар,sale,flat,5,17,3,80.3,15880128,,,,,Екатерининский парк
